name,slug,one_liner,long_description,website,batch,industry,subindustry,tags,team_size,status,stage,relevance_score,matched_keywords
Cardboard,cardboard,Agentic video editor,"Cardboard is an agentic video editor for growth/marketing teams and serious creators who need to ship videos consistently. Instead of agencies, long timelines, and infinite review cycles, teams give cardboard a footage + a goal (“3 variants”, “30s hook”, “testimonials”) to get a strong first cut in minutes on which they can iterate quickly.

Multimodal LLMs can finally reason over footage, and WebGPU/WebCodecs make a real NLE possible in the browser. For the first time, an “AI director” inside a professional editor can be a reality.

We have to build two hard things at once: a high-performance editor in the browser and an agentic editor that is reliable for production use cases. Most startups do one; incumbents can’t rebuild their stack without breaking everything.

Saksham and Ishan met in school and have known each other since 15 years. Saksham was Co-founder/CTO of Iterate AI (backed by EF) and posts content on social media; Ishan has spent ~5yr building memory-heavy, performance-critical browser apps at HackerRank (S11) and deeply understands browsers. He has built Hotspoter (5M+ downloads) when he was 14.

Together, we’re unusually suited to build the editor core others avoid.

Video is becoming the default distribution channel, and the team that iterates fastest compounds attention. Cardboard becomes the default workspace for video production, the way Canva/Figma became the workspace for design - because it’s collaborative, fast, and does the tedious parts for you.",https://usecardboard.com,Winter 2026,B2B,B2B,SaaS; Video; Media; AI,2,Active,Early,8,T2:\bagentic\b; T4:\bmemory\b; T4:\bbrowser\b
Scott AI,scott-ai,Agentic Workspace for Engineering Team Alignment,"Scott AI is the agentic workspace where teams align on spec before any codegen runs.

Teams already use multiple coding agents to build. Different coding agents will continue to evolve and have diverse strengths. An engineer will entrust a long-running agent to add dark-mode end-to-end while they pair carefully with an IDE-based agent to land a critical DB migration. These execution agents cannot be the decision layer because they are biased to their own tool, they are not neutral. Scott AI is the neutral, agent agnostic decision layer for the age of multi agent building. Teams will use Scott as their decision workspace to finally ditch google docs and notion as their primary spec alignment layer.",https://tryscott.ai,Fall 2025,B2B,B2B,Artificial Intelligence; Developer Tools; Collaboration; AI,2,Active,Early,8,T2:\bagentic\b; T4:\bdeveloper tool; T4:\bexecution\b
Clicks,clicks,Computer use agents to automate all back-office work,"Clicks automates your back-office using your existing tools and processes without requiring any IT integrations.

What We Do:
Think of Clicks as your back-office worker that can handle any repetitive task. Simply describe your process via video call or share documentation, and our forward-deployed engineering team ensures it's automated exactly your way.
Our AI agents work 24/7 and can be kicked-off via email, Slack, or our web app, handling tasks like CRM updates, report generation, and data entry while adapting to your existing software.

Initial Focus:
We're starting with recruiting and executive search firms, automating candidate codification, assessment reports, and administrative workflows that typically consume hours of manual work each day.

Value Proposition:
Our pricing is 100% outcome based: you only pay for the work outputs we complete (e.g., candidates added to CRM, reports generate, etc.). Current customers are already live and saving an average of 60% in costs compared to human workers, with full automation deployed within one week.",https://goclicks.ai/,Fall 2025,B2B,B2B -> Productivity,Artificial Intelligence,3,Active,Early,8,T2:\bcomputer use\b; T4:\bdeploy; T4:\bautomation\b
Airweave,airweave,Open-Source Tool That Lets Agents Search Any App or Database,"Airweave is an open-source tool that lets agents search any application or database. It supports MCP, RBAC on data, and seamlessly connects any app, database, URL, or API.",https://airweave.ai,X25,B2B,B2B -> Infrastructure,Artificial Intelligence; B2B; Open Source; Search; Infrastructure,2,Active,Early,8,T2:\bmcp\b; T4:\binfrastructure\b; T4:\bapi\b
HelixDB,helixdb,The fastest & most scalable graph-vector database on the market,"As AI agents replace traditional software, they need a way to store, recall, and reason over contextual data. HelixDB gives them all of that in one system. We’re building the knowledge infrastructure every AI agent will depend on.",https://helix-db.com,Spring 2025,B2B,"B2B -> Engineering, Product and Design",Developer Tools; Open Source; Infrastructure; AI; Databases,6,Active,Early,8,T2:\bvector database\b; T4:\binfrastructure\b; T4:\bdeveloper tool
StarSling,starsling,Cursor for DevOps,"StarSling is building an agentic developer homepage that automates all the tasks that eat up a developer’s time after they’ve left their code editor: deployments, performance, incidents, and bugs. Open your homepage, click on a GitHub, Linear, or Sentry issue and you’ll see an Autofix button that triggers an AI agent and opens up a Pull Request with a fix, all without leaving your homepage.",https://www.starsling.dev/,Spring 2025,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Developer Tools; B2B; DevOps; AI,2,Active,Early,8,T2:\bagentic\b; T4:\bdeveloper tool; T4:\bdeploy
datafruit,datafruit,AI DevOps Engineer,"Datafruit is the first agentic DevOps engineer.

It understands your deployment standards, design docs, and DevOps practices, then reasons across them to reduce cloud waste, prevent deployment delays, and eliminate wasted time across the stack. 

Reach out to us: founders@datafruit.dev",https://datafruit.dev/,Summer 2025,B2B,"B2B -> Engineering, Product and Design",DevOps; Cloud Computing; Infrastructure,4,Active,Early,8,T2:\bagentic\b; T4:\binfrastructure\b; T4:\bdeploy
Orange Slice,orange-slice,Agentic sales enrichment spreadsheet,"Orange Slice is a spreadsheet where every column is TypeScript—and AI writes it for you. Describe what you want in chat (""find the CEO's LinkedIn and get their email""), and we generate the code, create the columns, and run it across thousands of rows. Our fully-typed SDK has 100+ enrichments built in: LinkedIn, contact info, company data, web scraping, AI research. Columns automatically execute in dependency order. No workflow builders—just describe it or code it.",https://orangeslice.ai,Summer 2025,B2B,B2B -> Sales,,2,Active,Early,8,T2:\bagentic\b; T4:\bsdk\b; T4:\bworkflow\b
Risely AI,risely-ai,AI agents that automate administrative work across college campuses. ,"Risely’s AI agents will form the new operating system for universities, improving retention, staff productivity, and efficiency. Our platform integrates directly into existing university systems (SIS, LMS, CRM), learns each institution’s unique workflows, and deploys specialized AI agents. This dramatically reduces the $735 billion universities spend annually on administrative labor, expands staff capacity without increasing headcount, and improves the student experience.

This hasn't been done before because university workflows require nuanced, autonomous judgment, exactly what agentic AI was designed to solve. Our team uniquely combines deep expertise in higher education, enterprise-scale AI, and regulated enterprise sales.

Sadia previously built Salesforce’s Education Cloud from scratch, creating the core Student Information System widely used across higher education. She deeply understands university operations and maintains trusted relationships with hundreds of higher-ed CIOs and Provosts.

Danial was one of DoorDash’s earliest engineers, where he architected and scaled complex systems from zero to billions of transactions, including their search, recommendation, and Voice AI platforms. He knows how to build robust AI solutions that reliably perform at enterprise scale. 

Shahryar was a GM at Airwallex, where he built the entire Americas business from 0 to 1 and drove 11x revenue growth.  He’s also a master closer, single-handedly securing over $17M in enterprise deals at NerdWallet.  He’s a relentless startup executor with deep expertise launching and scaling go-to-market machines in highly regulated industries.

We launched six weeks ago and are already at $8k MRR, growing 55% week-over-week -- one of the fastest ramps ever in higher ed. Universities urgently need solutions that expand labor capacity and efficiency, especially as they face unprecedented budget pressure and staffing shortages.

With unmatched buyer access, deep technical expertise, and rapid early traction, we are perfectly positioned to own this enormous market.",https://www.risely.ai/,Summer 2025,Education,Education,,9,Active,Early,8,T2:\bagentic\b; T4:\bplatform\b; T4:\bdeploy
SigmanticAI,sigmanticai,The Cursor for Chip Design - Delivering Silicon-Ready Chip Designs…,"SigmanticAI is building an AI-native hardware development assistant that automates the entire RTL design flow, from natural language to synthesizable HDL and testbenches, inside a seamless VSCode fork. Powered by fine-tuned Verilog LLMs, reinforcement learning, and real compiler feedback, SigmanticAI iteratively refines code until it compiles and passes synthesis, no matter how complex the design. It’s like the Cursor for HDL design. 

In addition to code generation, SigmanticAI can generate token-level annotations and onboarding documents to accelerate ramp-up for new engineers. With support for both cloud and on-prem deployment, it integrates with existing EDA tools to dramatically reduce debug time, improve collaboration, and accelerate hardware design across teams",https://www.sigmanticai.com,Summer 2025,B2B,"B2B -> Engineering, Product and Design",Hard Tech; Hardware; B2B; AI; AI Assistant,2,Active,Early,8,T2:\bfine-tun; T4:\btoken\b; T4:\bdeploy
Galini,galini,Compliance guardrails-as-a-service for AI applications,"Galini guardrails-as-a-service filter harmful inputs and outputs based on company policies and industry regulations. We make it easy for enterprises to create, test, deploy and refine guardrails.
With Galini, product and engineering leaders enjoy peace of mind knowing their AI apps are compliant at run-time, and save $1-10M in costs from avoiding in-house build",https://www.galini.ai/,F24,B2B,B2B,Artificial Intelligence; SaaS; B2B; Compliance; Enterprise,2,Active,Early,8,T2:\bguardrail; T4:\bcompliance\b; T4:\bdeploy
Unsloth AI,unsloth-ai,Open Source Fine-tuning & Training of LLMs,"Unsloth helps builders create custom models better & faster. We're developing the all in one solution to help you create highly-accurate custom models 30x faster with 90% less memory use.

With over 8 million monthly model downloads and 15K GitHub stars, our mission is to make fine-tuning and open-source the best it can be!",https://unsloth.ai/,S24,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Generative AI; Open Source; Infrastructure; AI,2,Active,Early,8,T2:\bfine-tun; T4:\binfrastructure\b; T4:\bmemory\b
CloudGlue,cloudglue,Developer APIs to let your AI/LLM understand videos and audio.,"CloudGlue APIs (https://cloudglue.dev) makes it easy to transform video and audio into structured data for your LLM/RAG/AI application.

Our developer-friendly APIs makes it easy to integrate video chat into your AI assistant with minimal heavy-lifting.",https://cloudglue.dev,S24,B2B,B2B -> Infrastructure,Developer Tools; Machine Learning; Video; AI,3,Active,Early,8,T2:\brag\b; T4:\binfrastructure\b; T4:\bdeveloper tool
General Analysis,general-analysis,Automated AI Safety and Red Teaming Tools,"General Analysis provides a comprehensive suite of AI safety tools, including red-teaming frameworks, interpretability techniques, and more. As AI systems become increasingly capable, their deployment in high-stakes environments poses significant risks—financial, ethical, and otherwise—where errors can lead to substantial consequences. To address these challenges, we offer access to novel tools and methodologies designed to systematically find model failure-modes and enhance model robustness.",https://generalanalysis.com,S24,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; SaaS; Trust & Safety,2,Active,Early,8,T2:\bai safety\b; T4:\btrust\b; T4:\bdeploy
Lantern,lantern-2,Postgres vector database extension to build AI applications,"Lantern is the easiest way to build AI applications using Postgres.

We started Lantern because we believe AI is going to impact every single enterprise in every single industry. We want to allow every company to tap into their unstructured data to build better applications.

With Lantern Cloud, developers have access to everything they need to build an AI application: embedding generation, vector compression, vector search, efficient indexing, and more. All on top of the database they already know, Postgres, and using infrastructure that scales to billions.

Check out our code on Github: https://github.com/lanterndata/lantern",http://lantern.dev,W24,B2B,B2B,Artificial Intelligence; B2B; Open Source; Enterprise; Databases,3,Active,Early,8,T2:\bvector database\b; T4:\binfrastructure\b; T4:\bembedding
Aether Energy,aether-energy,Solar and roofing workflow software for solar installers worldwide,"Aether is an AI-powered end-to-end platform for rooftop solar and roofing installers in the US and Western European markets. 

Some of our innovations:

- In-house computer vision and fine-tuned AI models built for solar
- Rapid and accurate photovoltaic site design, 10x faster
- Co-pilot for rooftop solar to streamline & automate various tasks for solar installers. 

Why it’s needed: Today, rooftop solar is still complex, expensive, and inaccurate. More than half of the cost of a rooftop solar project comes from soft costs. We started Aether with the sole aim of reducing solar soft costs. 

Our vision: Aether will be a big player in the young and emerging Solar software vertical, which has a projected 20B Global TAM up for grabs by 2025.",https://www.aethernrg.com/,W24,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; SaaS; Solar Power; Climate; Renewable Energy,4,Active,Early,8,T2:\bfine-tun; T4:\bplatform\b; T4:\bworkflow\b
